FechaHora,Embalse_AMANI,Embalse_GUAVIO,Embalse_PENOL,Embalse_PLAYAS,Prediccion_MPO
2025-01-01 00:00:00,0.47619802246404647,0.5707416269100043,0.5297024302422507,0.4717449175458361,335.74
2025-01-01 01:00:00,0.4972782454480333,0.6234127395642591,0.5540903511807569,0.44388203600148474,335.74
2025-01-01 02:00:00,0.5219122423363319,0.6003429576206621,0.5729562652298784,0.43685547522009344,335.74
2025-01-01 03:00:00,0.5137930934620013,0.5706686734986596,0.5420644910958027,0.45356875121543444,335.74
2025-01-01 04:00:00,0.4797852668071097,0.6090612275061089,0.543189134252225,0.46919409488769026,335.74
2025-01-01 05:00:00,0.5128569048013578,0.575780578923782,0.5284900440961906,0.46408427495811494,335.74
2025-01-01 06:00:00,0.47904373443668297,0.590476983773654,0.5331232380673675,0.44278199362736936,335.74
2025-01-01 07:00:00,0.5082334141074843,0.6205352608277249,0.5553005285591622,0.4668390595231842,335.74
2025-01-01 08:00:00,0.520347680887629,0.6138235674479254,0.5516186393998123,0.45525986554516784,335.74
2025-01-01 09:00:00,0.47566942880250485,0.6263372434876623,0.5526428118296404,0.45250621761462007,335.74
2025-01-01 10:00:00,0.4838790771362617,0.6232372891899775,0.5338953166875675,0.446184086868634,335.74
2025-01-01 11:00:00,0.48774170978522496,0.6245667934482416,0.5540021543780264,0.43819852026508876,335.74
2025-01-01 12:00:00,0.5022756493618056,0.5790696350659237,0.5373370538122156,0.47102700647292944,335.74
2025-01-01 13:00:00,0.4978659598426945,0.6025444048137618,0.5403368770913465,0.4279700306923941,335.74
2025-01-01 14:00:00,0.4946114712072325,0.5878363525881974,0.5650009802230004,0.4461557239889101,335.74
2025-01-01 15:00:00,0.48302575369395706,0.586670969385637,0.5518440234099232,0.45605765757516853,335.74
2025-01-01 16:00:00,0.48522781069690457,0.5967447958170801,0.5356848859298157,0.46422432900321264,335.74
2025-01-01 17:00:00,0.5101567233258426,0.5903933272447778,0.5380500974164585,0.44933964110152497,335.74
2025-01-01 18:00:00,0.4752783374902218,0.5950852708295967,0.5685801632919758,0.46437756006863723,335.74
2025-01-01 19:00:00,0.5059290219177611,0.6269604767539229,0.5390831691262643,0.4683770326905004,335.74
2025-01-01 20:00:00,0.4821517536916501,0.6234268009082938,0.5321479217826162,0.4395182291574447,335.74
2025-01-01 21:00:00,0.4789654544530545,0.6283483839723734,0.5233362196710298,0.42877290653247985,335.74
2025-01-01 22:00:00,0.4892993200824973,0.6225805140119898,0.5272935123913912,0.4709066535395993,335.74
2025-01-01 23:00:00,0.4951406039489825,0.570373547532596,0.5273980504990298,0.46624731182961976,335.74
2025-01-02 00:00:00,0.5152210477084493,0.6278668531986684,0.5411701353667818,0.4467314765916113,335.74
2025-01-02 01:00:00,0.5204410684386241,0.6292456520152802,0.5695521315518318,0.44691496594705027,335.74
2025-01-02 02:00:00,0.5086133818952067,0.6099890919441335,0.5387606423991411,0.44263966682428246,335.74
2025-01-02 03:00:00,0.5071022517609536,0.5844240591498759,0.5277453433682296,0.46190849110603155,335.74
2025-01-02 04:00:00,0.4843204470214138,0.6155692757745936,0.5360995005908745,0.46567889595991335,335.74
2025-01-02 05:00:00,0.4815224941095185,0.6290054961473113,0.5658203549604433,0.4421473364003697,335.74
2025-01-02 06:00:00,0.4910775278099236,0.6047502717376104,0.5467873059528341,0.4482612865327634,335.74
2025-01-02 07:00:00,0.52270399143743,0.597595504099362,0.5604361585493511,0.4496225792384642,335.74
2025-01-02 08:00:00,0.5216106634556329,0.6231076013639225,0.5359606700111312,0.4679421606339796,335.74
2025-01-02 09:00:00,0.4886709997531284,0.6023401223096465,0.5606854566557392,0.43924824621861175,335.74
2025-01-02 10:00:00,0.4846723953306219,0.5782599255858165,0.527204877401581,0.440868842608023,335.74
2025-01-02 11:00:00,0.5204512292865976,0.5827478927669643,0.5457126563758703,0.4466671853851113,335.74
2025-01-02 12:00:00,0.49028718115258224,0.5750100775157684,0.5722217739052442,0.4415685007456584,335.74
2025-01-02 13:00:00,0.48032397736114674,0.6122541229612356,0.550158333264473,0.43309236504202725,335.74
2025-01-02 14:00:00,0.5067097109085184,0.6236726247122227,0.558541096029484,0.4523395319172814,335.74
