FechaHora,Embalse_AGREGADO BOGOTA,Embalse_ALTOANCHICAYA,Embalse_AMANI,Embalse_BETANIA,Embalse_CALIMA1,Embalse_CHUZA,Embalse_EL QUIMBO,Embalse_ESMERALDA,Embalse_GUAVIO,Embalse_MIRAFLORES,Embalse_MUNA,Embalse_PENOL,Embalse_PLAYAS,Embalse_PORCE II,Embalse_PORCE III,Embalse_PRADO,Embalse_PUNCHINA,Embalse_RIOGRANDE2,Embalse_SALVAJINA,Embalse_SAN LORENZO,Embalse_TOPOCORO,Embalse_TRONERAS,Embalse_URRA1,Prediccion_MPO
2025-01-01 00:00:00,0.48180207282222853,0.48370784061011496,0.5007245015643642,0.522200024764143,0.49007322068123327,0.49818984584804504,0.521289767606922,0.4967088994279929,0.5084997796934555,0.5204494001311039,0.493467146828889,0.48858657042793,0.4883293555198598,0.48713560347816903,0.49233067670156433,0.48880516819114345,0.47907947523926947,0.4847329488967861,0.5081959461826342,0.5086244053643324,0.5000084495503648,0.505032494692641,0.49076315906832857,778.21497
2025-01-01 01:00:00,0.5110381356274961,0.49685369707002236,0.4904804922055379,0.4896041876118844,0.4841446058830641,0.5051109123797958,0.4928845766573667,0.4956117114640689,0.48971351093573057,0.4954698575446279,0.5087538399873187,0.49431920106815774,0.5017639808552087,0.4801148600134304,0.4995809426029204,0.5094127928364104,0.5174135269918286,0.5166945501000503,0.5207656167139411,0.501569153231815,0.49942270481313394,0.5224346427529996,0.5112923793567824,979.3253
2025-01-01 02:00:00,0.49468078234298224,0.49694724641738225,0.5013463539622486,0.5040905358327195,0.49283702923732814,0.5236394792070074,0.4875920428686366,0.4894275340968808,0.5231190262863289,0.4967772672362256,0.5101743261305669,0.4965465519778945,0.49780064502143234,0.5182244706901811,0.5057569625391439,0.5084965960315598,0.5170834641483196,0.4810711599493907,0.5235961244010684,0.5214253243945204,0.47679333187238704,0.5163958868839744,0.5181863123055773,1015.9777
2025-01-01 03:00:00,0.4907233707938292,0.49435490267545207,0.4987434535964178,0.4870373156987509,0.522314188555072,0.49413935284435573,0.4989833097370381,0.514650189766509,0.5201964820101458,0.48473531787937996,0.4955388202014104,0.5153383922668253,0.50075997165613,0.4958647154069508,0.5155952283539172,0.501873693844016,0.49865956364631336,0.4763560395459491,0.5147248602054812,0.5057598418760467,0.4881255250439468,0.5164779530885133,0.5042848177558891,888.90546
2025-01-01 04:00:00,0.49265995286344755,0.4932086003656352,0.5030598356070134,0.4940544155868687,0.475575995760305,0.4751087264300266,0.5081228936051831,0.47925404430220614,0.4756880973442397,0.5147349723565641,0.4765489714075168,0.47565207037543855,0.5172023842614045,0.5116354131129215,0.4893241648702752,0.5245390904198374,0.512914829837618,0.5165175153849604,0.51570942095716,0.487766373568359,0.5216305303126261,0.4945522096225959,0.4976043008004837,592.0612
2025-01-01 05:00:00,0.492133695712134,0.48735124532445784,0.47513625003976406,0.4945880429852099,0.4758654585727062,0.4798916302192542,0.5246906182581914,0.49567180527195315,0.5243020381043005,0.48284713620622244,0.5212095575806427,0.502796698379328,0.5152641751765283,0.47955753394562683,0.5244321152442246,0.5235913334431532,0.5012258790664705,0.5190419478852426,0.5052217279723663,0.5102430383939911,0.5101548860043648,0.478716498131266,0.5155250810564536,593.4901
2025-01-01 06:00:00,0.5150029057180027,0.4961822488282275,0.49574549818425273,0.500396153736907,0.4861982283557143,0.5217692662726606,0.5228858882646357,0.4799360108071367,0.4847834395267689,0.5062605618879805,0.4817717801432364,0.5005261108164223,0.5195048233070435,0.5037566222961503,0.5237796709638005,0.4981218101151343,0.5078099532657183,0.47781308632651615,0.5193609465422889,0.4941350146956447,0.5115130293561618,0.5020447513740884,0.4911922167506566,997.3678
2025-01-01 07:00:00,0.5138011752728965,0.5055896127673717,0.5070004198890592,0.5047298997840693,0.5167847849993538,0.48690959220174623,0.5092542193871951,0.502459238870083,0.5174770058097808,0.5225814317352747,0.47603505842781535,0.5211134507238049,0.49525759149146964,0.4938442533023506,0.5127297675977016,0.523899173968216,0.512588397841236,0.4902551046443845,0.5232265419412809,0.5174536055291064,0.47931736072435505,0.5164992477746473,0.5138591721243513,1085.0374
2025-01-01 08:00:00,0.49234586831019833,0.4958374291615199,0.49545494007993296,0.4873937803468193,0.48619971681960705,0.4968062576340531,0.5088637073987462,0.496674647058854,0.5006686632174561,0.5166560237600313,0.5032385458450541,0.4987245177085809,0.4877744966628538,0.5192235016955755,0.5111374187557511,0.5113956160892996,0.5048613051062103,0.5125430739586067,0.5024625542970493,0.4753133270508422,0.5192762805145483,0.5042030817560963,0.486949627513812,729.68805
2025-01-01 09:00:00,0.5057030942052371,0.491191794320191,0.49433896029848345,0.49028214562937467,0.5136494304576071,0.5172623289213434,0.5077344585672068,0.49271075147790033,0.48004407493340023,0.5218202579496992,0.4818823209207431,0.5147204442754951,0.5195097016211461,0.49817776436738226,0.5035937932378753,0.5213203214140214,0.5238985374110323,0.5172873283471953,0.5089067478820515,0.4937744713068998,0.48646507762577634,0.48860938952127936,0.5136346736365294,966.42755
